# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.439270787632483,0.9200475673678633,-166.7611368589517,0,3.0,-0.5793323505376444,0.0,0.0,0.10696807209956558
 0.06643123987441485,6.432827048772346,0.9185315901610375,-166.7611368589517,0.19929371962324455,3.0,-0.5793323505376444,0.0071060216565499434,-7.992848136845218,0.7764629851442514
 0.09388514721359754,6.426394793854849,0.9170442895797921,-166.98057177107677,0.28165544164079265,3.0000000000000004,-0.579325347192905,0.02842296450300541,-10.40965390483023,1.6897681990148659
 0.11490844370164657,6.419974138314082,0.9155854837279898,-167.19941701145598,0.34472533110493975,3.0000000000000004,-0.5793055841926098,0.06394746234697157,-12.339233870324758,2.811371187753127
 0.1325960558277416,6.4135651975841315,0.9141549907094939,-167.41766859408744,0.39778816748322476,2.9999999999999982,-0.5792733365182889,0.11367390545842793,-13.995608613045626,4.110223949158114
 0.14814765028775256,6.407168087099082,0.9127526286281676,-167.6353226234586,0.4444429508632577,3.0,-0.5792288814596814,0.1775944414555597,-15.469215140993846,5.566463899892531
 0.1621789161854249,6.400782922293024,0.9113782155878739,-167.85237529433016,0.48653674855627477,3.000000000000004,-0.5791724985292669,0.25569897654474594,-16.808940252783124,7.166007672316002
 0.17505584917088815,6.394409818600041,0.9100315696924759,-168.0688228915219,0.5251675475126645,2.999999999999998,-0.5791044691147429,0.34797517711447457,-18.044881349637016,8.898193000776585
 0.18701707484437274,6.388048891454222,0.9087125090458368,-168.28466178959619,0.5610512245331182,2.999999999999993,-0.579025076730959,0.45440847168298437,-19.197165129828385,10.754573445503565
 0.19822845222974653,6.381700256289651,0.9074208517518196,-168.49988845259602,0.5946853566892395,2.9999999999999973,-0.5789346067117862,0.5749820531992444,-20.28005185497272,12.728230832753392
 0.2088108206883023,6.375364028540419,0.9061564159142875,-168.71449943368395,0.6264324620649069,3.0000000000000027,-0.5788333462455643,0.7096768816969912,-21.304088660019804,14.813350977734103
 0.2188554625676485,6.369040323640611,0.9049190196371037,-168.92849137483972,0.6565663877029455,3.0000000000000027,-0.5787215842345617,0.8584716873013931,-22.27734026451273,17.00494600161559
 0.22843333986704584,6.362729257024313,0.9037084810241311,-169.14186100645014,0.6853000196011375,3.000000000000003,-0.578599611151424,1.0213429735877444,-23.20613940516737,19.29866408338173
 0.237600919909878,6.356430944125614,0.9025246181792331,-169.3546051469321,0.712802759729634,3.000000000000003,-0.5784677191174733,1.1982650212918766,-24.09556825646946,21.690654256013055
 0.24640401403631312,6.3501455003785985,0.9013672492062728,-169.56672070232378,0.7392120421089394,3.000000000000003,-0.5783262017580675,1.3892098923715201,-24.949780221003603,24.17746739954707
 0.2548803998653075,6.343873041217354,0.9002361922091129,-169.7782046658256,0.7646411995959226,2.9999999999999933,-0.5781753540998216,1.594147434418015,-25.772222453747236,26.755981907677388
 0.2630616675816292,6.337613682075968,0.8991312652916168,-169.9890541173643,0.7891850027448876,3.0,-0.5780154725578179,1.8130452854177825,-26.565794185946338,29.423346688003793
 0.2709745537639386,6.331367538388527,0.8980522865576478,-170.19926622310035,0.8129236612918157,2.999999999999993,-0.5778468547836603,2.0458688788625867,-27.332962158398708,32.17693665620104
 0.27864192660870335,6.325134725589119,0.8969990741110686,-170.40883823492064,0.8359257798261102,3.0000000000000218,-0.5776697997460807,2.2925814492080585,-28.07584657666441,35.014317437013744
 0.2860835278605345,6.318915359111829,0.8959714460557426,-170.61776748995177,0.8582505835816036,3.0,-0.5774846074335489,2.5531440376793526,-28.79628628642376,37.93321698217995
 0.2933165411025367,6.312709554390744,0.8949692204955331,-170.82605140998197,0.8799496233076102,3.0,-0.5772915789326217,2.827515498423203,-29.495889024407678,40.93150247335268
 0.3003560336491328,6.306517426859953,0.8939922155343027,-171.03368750092451,0.9010681009473985,2.999999999999992,-0.5770910167076219,3.1156525050053507,-30.17607070562596,44.007161324440666
 0.3072153048032411,6.30033909195354,0.8930402492759149,-171.24067335225993,0.9216459144097233,2.999999999999992,-0.5768832237125866,3.4175095572522762,-30.83808653446378,47.15828540674549
 0.3139061636515309,6.294174665105594,0.8921131398242328,-171.4470066364134,0.9417184909545928,3.0000000000000164,-0.5766685041036528,3.7330389884361748,-31.483055945354362,50.3830578379071
 0.3204391530827185,6.288024261750201,0.8912107052831193,-171.65268510816585,0.9613174592481555,2.9999999999999916,-0.5764471629345702,4.062190972802134,-32.111982789663195,53.67974183328206
 0.32682373223547356,6.281887997321449,0.8903327637564376,-171.85770660403838,0.9804711967064207,2.999999999999991,-0.5762195060424705,4.404913533436182,-32.725771835051845,57.04667123241261
 0.33306842643656887,6.275765987253423,0.8894791333480511,-172.0620690416431,0.9992052793097066,3.0,-0.5759858400316687,4.761152550473019,-33.32524237169832,60.48224239844506
 0.3391809514440525,6.2696583469802105,0.8886496321618225,-172.26577041902058,1.0175428543321576,3.000000000000009,-0.575746472207143,5.130851769642203,-33.91113952667142,63.98490725205662
 0.3451683171832881,6.263565191935899,0.887844078301615,-172.468808814001,1.0355049515498644,3.0000000000000093,-0.5755017107152878,5.513952811151333,-34.484143723218835,67.55316725001558
 0.3510369149691825,6.257486637554575,0.8870622898712921,-172.67118238350352,1.0531107449075476,3.0000000000000093,-0.5752518642212766,5.910395178904928,-35.044878662819315,71.18556815574141
